season,week,game_id,bet_type,bet_line,pick,price,edge_pts,p_raw,won,p_cal
2019,11,2019_11_HOU_BAL,spread,4.0,HOU,-110,-6.843858758888368,0.29928755768725845,0,0.5668060752806513
2019,11,2019_11_JAX_IND,spread,2.5,IND,-110,1.1468230551167329,0.5351479598484515,1,0.5668060752806513
2019,11,2019_11_JAX_IND,spread,2.5,JAX,-110,-3.8470163850882466,0.3836439322657881,0,0.5668060752806513
2019,11,2019_11_KC_LAC,spread,-5.5,LAC,-110,12.145322559105008,0.8249139645012902,0,0.6406249999999999
2019,11,2019_11_KC_LAC,spread,-5.5,LAC,-110,1.158385566273167,0.5355013967452832,0,0.5668060752806513
2019,11,2019_11_PIT_CLE,spread,3.0,CLE,-110,1.1462264618211488,0.5351297227365381,1,0.5668060752806513
2019,11,2019_11_PIT_CLE,spread,3.0,PIT,-110,-4.846432545589737,0.3546477197173321,0,0.5668060752806513
2019,11,2019_11_ARI_SF,spread,-10.0,SF,-110,-1.1618642835774775,0.4643922730811638,1,0.5668060752806513
2019,11,2019_11_ARI_SF,spread,-10.0,SF,-110,-21.138332869625494,0.05197210421741172,1,0.5668060752806513
2019,11,2019_11_ARI_SF,spread,10.0,ARI,-110,-18.83813571642252,0.07365659334680069,0,0.5668060752806513
2019,11,2019_11_ARI_SF,spread,10.0,SF,-110,1.1383328696254935,0.5348884185492488,0,0.5668060752806513
2019,11,2019_11_BUF_MIA,spread,-7.0,MIA,-110,15.1415554249259,0.8779368681552466,0,0.6406249999999999
2019,11,2019_11_BUF_MIA,spread,-7.0,MIA,-110,1.1581594934424944,0.535494486534789,0,0.5668060752806513
